first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,next_player,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,first_player_final_score,second_player_final_score,final_score_difference,outcome
234,264,-30,15.6,18.857142857142858,-30,518,414,104,0,1,0.0,0.07142857142857142,first_player,8,15,14,4.75,0,0,9,12,false,291,314,-23,false
234,280,-46,15.6,18.666666666666668,-46,518,414,104,0,1,0.0,0.06666666666666667,second_player,6,15,15,6.333333333333333,0,0,9,10,false,291,314,-23,false
244,280,-36,15.25,18.666666666666668,-36,518,414,104,0,1,0.0,0.06666666666666667,first_player,2,16,15,19.0,0,0,20,10,false,291,314,-23,false
244,296,-52,15.25,18.5,-52,518,414,104,0,1,0.0,0.0625,second_player,-1,16,16,-38.0,0,0,20,7,false,291,314,-23,false
250,296,-46,14.705882352941176,18.5,-46,518,414,104,0,1,0.0,0.0625,first_player,-4,17,16,-9.5,0,0,16,7,false,291,314,-23,false
250,312,-62,14.705882352941176,18.352941176470587,-62,518,414,104,0,1,0.0,0.058823529411764705,second_player,-6,17,17,-6.333333333333333,0,0,16,5,false,291,314,-23,false
270,312,-42,15.0,18.352941176470587,-42,518,414,104,0,1,0.0,0.058823529411764705,first_player,-10,18,17,-3.8,0,0,12,5,false,291,314,-23,false
270,314,-44,15.0,17.444444444444443,-44,518,414,104,0,1,0.0,0.05555555555555555,second_player,-12,18,18,-3.1666666666666665,0,0,12,4,false,291,314,-23,false
283,314,-31,14.894736842105264,17.444444444444443,-31,518,414,104,0,1,0.0,0.05555555555555555,first_player,-15,19,18,-2.533333333333333,0,0,12,4,false,291,314,-23,false
283,314,-31,14.894736842105264,16.526315789473685,-31,518,414,104,0,1,0.0,0.05263157894736842,second_player,-15,19,19,-2.533333333333333,0,0,12,4,true,291,314,-23,false
26,0,26,26.0,0,26,758,791,-33,0,0,0.0,0,first_player,95,1,0,0.4105263157894737,0,0,16,0,false,294,346,-52,false
26,11,15,26.0,11.0,15,758,791,-33,0,0,0.0,0.0,second_player,92,1,1,0.42391304347826086,0,0,16,10,false,294,346,-52,false
31,11,20,15.5,11.0,20,758,791,-33,0,0,0.0,0.0,first_player,89,2,1,0.43820224719101125,0,0,16,10,false,294,346,-52,false
31,26,5,15.5,13.0,5,758,791,-33,0,0,0.0,0.0,second_player,85,2,2,0.4588235294117647,0,0,16,8,false,294,346,-52,false
43,26,17,14.333333333333334,13.0,17,758,791,-33,0,0,0.0,0.0,first_player,82,3,2,0.47560975609756095,0,0,15,8,false,294,346,-52,false
43,38,5,14.333333333333334,12.666666666666666,5,758,791,-33,0,0,0.0,0.0,second_player,79,3,3,0.4936708860759494,0,0,15,10,false,294,346,-52,false
58,38,20,14.5,12.666666666666666,20,758,791,-33,0,0,0.0,0.0,first_player,76,4,3,0.5131578947368421,0,0,13,10,false,294,346,-52,false
58,63,-5,14.5,15.75,-5,758,791,-33,0,0,0.0,0.0,second_player,72,4,4,0.5416666666666666,0,0,13,10,false,294,346,-52,false
79,63,16,15.8,15.75,16,758,791,-33,0,0,0.0,0.0,first_player,67,5,4,0.582089552238806,0,0,24,10,false,294,346,-52,false
79,88,-9,15.8,17.6,-9,758,791,-33,0,0,0.0,0.0,second_player,63,5,5,0.6190476190476191,0,0,24,11,false,294,346,-52,false
111,88,23,18.5,17.6,23,758,791,-33,0,0,0.0,0.0,first_player,60,6,5,0.65,0,0,15,11,false,294,346,-52,false
111,116,-5,18.5,19.333333333333332,-5,758,791,-33,0,0,0.0,0.0,second_player,56,6,6,0.6964285714285714,0,1,15,12,false,294,346,-52,false
125,116,9,17.857142857142858,19.333333333333332,9,758,791,-33,0,0,0.0,0.0,first_player,53,7,6,0.7358490566037735,0,1,12,12,false,294,346,-52,false
125,135,-10,17.857142857142858,19.285714285714285,-10,758,791,-33,0,0,0.0,0.0,second_player,50,7,7,0.78,0,1,12,10,false,294,346,-52,false
153,135,18,19.125,19.285714285714285,18,758,791,-33,0,0,0.0,0.0,first_player,47,8,7,0.8297872340425532,0,1,11,10,false,294,346,-52,false
153,176,-23,19.125,22.0,-23,758,791,-33,0,0,0.0,0.0,second_player,44,8,8,0.8863636363636364,0,1,11,11,false,294,346,-52,false
162,176,-14,18.0,22.0,-14,758,791,-33,0,0,0.0,0.0,first_player,41,9,8,0.9512195121951219,0,1,11,11,false,294,346,-52,false
162,197,-35,18.0,21.88888888888889,-35,758,791,-33,0,0,0.0,0.0,second_player,36,9,9,1.0833333333333333,0,0,11,12,false,294,346,-52,false
176,197,-21,17.6,21.88888888888889,-21,758,791,-33,0,0,0.0,0.0,first_player,34,10,9,1.1470588235294117,0,0,8,12,false,294,346,-52,false
176,218,-42,17.6,21.8,-42,758,791,-33,0,0,0.0,0.0,second_player,29,10,10,1.3448275862068966,0,0,8,21,false,294,346,-52,false
186,218,-32,16.90909090909091,21.8,-32,758,791,-33,0,0,0.0,0.0,first_player,25,11,10,1.56,0,0,7,21,false,294,346,-52,false
186,244,-58,16.90909090909091,22.181818181818183,-58,758,791,-33,0,0,0.0,0.0,second_player,22,11,11,1.7727272727272727,0,0,7,23,false,294,346,-52,false
206,244,-38,17.166666666666668,22.181818181818183,-38,758,791,-33,0,0,0.0,0.0,first_player,19,12,11,2.0526315789473686,0,0,11,23,false,294,346,-52,false
206,263,-57,17.166666666666668,21.916666666666668,-57,758,791,-33,0,0,0.0,0.0,second_player,15,12,12,2.6,0,0,11,18,false,294,346,-52,false
206,263,-57,15.846153846153847,21.916666666666668,-57,758,791,-33,0,0,0.0,0.0,first_player,15,13,12,2.6,1,0,7,18,false,294,346,-52,false
206,279,-73,15.846153846153847,21.46153846153846,-73,758,791,-33,0,0,0.0,0.0,second_player,12,13,13,3.25,1,0,7,19,false,294,346,-52,false
248,279,-31,17.714285714285715,21.46153846153846,-31,758,791,-33,0,0,0.0,0.0,first_player,4,14,13,9.75,0,0,10,19,false,294,346,-52,false
248,302,-54,17.714285714285715,21.571428571428573,-54,758,791,-33,0,0,0.0,0.0,second_player,0,14,14,0,0,0,10,13,false,294,346,-52,false
259,302,-43,17.266666666666666,21.571428571428573,-43,758,791,-33,0,0,0.0,0.0,first_player,-3,15,14,-13.0,0,0,7,13,false,294,346,-52,false
259,309,-50,17.266666666666666,20.6,-50,758,791,-33,0,0,0.0,0.0,second_player,-6,15,15,-6.5,0,0,7,10,false,294,346,-52,false
266,309,-43,16.625,20.6,-43,758,791,-33,0,0,0.0,0.0,first_player,-8,16,15,-4.875,0,0,10,10,false,294,346,-52,false
266,317,-51,16.625,19.8125,-51,758,791,-33,0,0,0.0,0.0,second_player,-11,16,16,-3.5454545454545454,0,0,10,7,false,294,346,-52,false
284,317,-33,16.705882352941178,19.8125,-33,758,791,-33,0,0,0.0,0.0,first_player,-14,17,16,-2.7857142857142856,0,0,5,7,false,294,346,-52,false
284,331,-47,16.705882352941178,19.470588235294116,-47,758,791,-33,0,0,0.0,0.0,second_player,-17,17,17,-2.2941176470588234,0,0,5,2,false,294,346,-52,false
292,331,-39,16.22222222222222,19.470588235294116,-39,758,791,-33,0,0,0.0,0.0,first_player,-19,18,17,-2.0526315789473686,0,0,3,2,false,294,346,-52,false
292,339,-47,16.22222222222222,18.833333333333332,-47,758,791,-33,0,0,0.0,0.0,second_player,-22,18,18,-1.7727272727272727,0,0,3,1,false,294,346,-52,false
294,339,-45,15.473684210526315,18.833333333333332,-45,758,791,-33,0,0,0.0,0.0,first_player,-24,19,18,-1.625,0,0,2,1,false,294,346,-52,false
294,342,-48,15.473684210526315,18.0,-48,758,791,-33,0,0,0.0,0.0,second_player,-26,19,19,-1.5,0,0,2,1,false,294,346,-52,false
294,342,-48,14.7,18.0,-48,758,791,-33,0,0,0.0,0.0,first_player,-26,20,19,-1.5,0,0,2,1,true,294,346,-52,false
20,0,20,20.0,0,20,675,570,105,0,0,0.0,0,first_player,96,1,0,0.3645833333333333,1,0,7,0,false,312,329,-17,false
20,20,0,20.0,20.0,0,675,570,105,0,0,0.0,0.0,second_player,93,1,1,0.3763440860215054,1,0,7,20,false,312,329,-17,false
44,20,24,22.0,20.0,24,675,570,105,0,0,0.0,0.0,first_player,88,2,1,0.3977272727272727,0,0,9,20,false,312,329,-17,false
44,33,11,22.0,16.5,11,675,570,105,0,0,0.0,0.0,second_player,86,2,2,0.4069767441860465,0,0,9,21,false,312,329,-17,false
66,33,33,22.0,16.5,33,675,570,105,0,0,0.0,0.0,first_player,80,3,2,0.4375,0,0,14,21,false,312,329,-17,false
66,45,21,22.0,15.0,21,675,570,105,0,0,0.0,0.0,second_player,76,3,3,0.4605263157894737,0,0,14,30,false,312,329,-17,false
88,45,43,22.0,15.0,43,675,570,105,0,0,0.0,0.0,first_player,73,4,3,0.4794520547945205,0,0,7,30,false,312,329,-17,false
88,53,35,22.0,13.25,35,675,570,105,0,0,0.0,0.0,second_player,69,4,4,0.5072463768115942,0,0,7,30,false,312,329,-17,false
100,53,47,20.0,13.25,47,675,570,105,0,0,0.0,0.0,first_player,65,5,4,0.5384615384615384,0,0,12,30,false,312,329,-17,false
100,59,41,20.0,11.8,41,675,570,105,0,0,0.0,0.0,second_player,63,5,5,0.5555555555555556,0,0,12,29,false,312,329,-17,false
111,59,52,18.5,11.8,52,675,570,105,0,0,0.0,0.0,first_player,60,6,5,0.5833333333333334,0,0,14,29,false,312,329,-17,false
111,70,41,18.5,11.666666666666666,41,675,570,105,0,0,0.0,0.0,second_player,58,6,6,0.603448275862069,0,0,14,31,false,312,329,-17,false
121,70,51,17.285714285714285,11.666666666666666,51,675,570,105,0,0,0.0,0.0,first_player,53,7,6,0.660377358490566,0,0,14,31,false,312,329,-17,false
121,84,37,17.285714285714285,12.0,37,675,570,105,0,0,0.0,0.0,second_player,50,7,7,0.7,0,0,14,27,false,312,329,-17,false
147,84,63,18.375,12.0,63,675,570,105,0,0,0.0,0.0,first_player,47,8,7,0.7446808510638298,0,0,13,27,false,312,329,-17,false
147,114,33,18.375,14.25,33,675,570,105,0,0,0.0,0.0,second_player,44,8,8,0.7954545454545454,0,0,13,21,false,312,329,-17,false
196,114,82,21.77777777777778,14.25,82,675,570,105,0,0,0.0,0.0,first_player,40,9,8,0.875,0,0,10,21,false,312,329,-17,false
196,144,52,21.77777777777778,16.0,52,675,570,105,0,0,0.0,0.0,second_player,37,9,9,0.9459459459459459,0,0,10,21,false,312,329,-17,false
216,144,72,21.6,16.0,72,675,570,105,0,0,0.0,0.0,first_player,31,10,9,1.1290322580645162,0,0,11,21,false,312,329,-17,false
216,174,42,21.6,17.4,42,675,570,105,0,0,0.0,0.0,second_player,28,10,10,1.25,0,0,11,16,false,312,329,-17,false
230,174,56,20.90909090909091,17.4,56,675,570,105,0,0,0.0,0.0,first_player,24,11,10,1.4583333333333333,0,0,12,16,false,312,329,-17,false
230,192,38,20.90909090909091,17.454545454545453,38,675,570,105,0,0,0.0,0.0,second_player,21,11,11,1.6666666666666667,0,0,12,13,false,312,329,-17,false
254,192,62,21.166666666666668,17.454545454545453,62,675,570,105,0,0,0.0,0.0,first_player,16,12,11,2.1875,0,0,13,13,false,312,329,-17,false
254,215,39,21.166666666666668,17.916666666666668,39,675,570,105,0,0,0.0,0.0,second_player,14,12,12,2.5,0,0,13,12,false,312,329,-17,false
266,215,51,20.46153846153846,17.916666666666668,51,675,570,105,0,0,0.0,0.0,first_player,10,13,12,3.5,1,0,10,12,false,312,329,-17,false
266,245,21,20.46153846153846,18.846153846153847,21,675,570,105,0,0,0.0,0.0,second_player,4,13,13,8.75,1,0,10,11,false,312,329,-17,false
279,245,34,19.928571428571427,18.846153846153847,34,675,570,105,0,0,0.0,0.0,first_player,-2,14,13,-17.5,0,0,17,11,false,312,329,-17,false
279,265,14,19.928571428571427,18.928571428571427,14,675,570,105,0,0,0.0,0.0,second_player,-6,14,14,-5.833333333333333,0,0,17,9,false,312,329,-17,false
291,265,26,19.4,18.928571428571427,26,675,570,105,0,0,0.0,0.0,first_player,-9,15,14,-3.888888888888889,0,0,20,9,false,312,329,-17,false
291,282,9,19.4,18.8,9,675,570,105,0,0,0.0,0.0,second_player,-12,15,15,-2.9166666666666665,0,0,20,4,false,312,329,-17,false
298,282,16,18.625,18.8,16,675,570,105,0,0,0.0,0.0,first_player,-15,16,15,-2.3333333333333335,0,0,19,4,false,312,329,-17,false
298,290,8,18.625,18.125,8,675,570,105,0,0,0.0,0.0,second_player,-18,16,16,-1.9444444444444444,0,0,19,2,false,312,329,-17,false
312,290,22,18.352941176470587,18.125,22,675,570,105,0,0,0.0,0.0,first_player,-21,17,16,-1.6666666666666667,0,0,14,2,false,312,329,-17,false
312,301,11,18.352941176470587,17.705882352941178,11,675,570,105,0,0,0.0,0.0,second_player,-23,17,17,-1.5217391304347827,0,0,14,2,false,312,329,-17,false
312,301,11,17.333333333333332,17.705882352941178,11,675,570,105,0,0,0.0,0.0,first_player,-23,18,17,-1.5217391304347827,0,0,14,2,true,312,329,-17,false
0,0,0,0.0,0,0,288,359,-71,0,0,0.0,0,first_player,100,1,0,0.27,0,0,0,0,false,-100,0,-100,false
0,14,-14,0.0,14.0,-14,288,359,-71,0,0,0.0,0.0,second_player,96,1,1,0.28125,0,0,0,10,false,-100,0,-100,false
14,14,0,7.0,14.0,0,288,359,-71,0,0,0.0,0.0,first_player,93,2,1,0.2903225806451613,0,0,9,10,false,-100,0,-100,false
14,26,-12,7.0,13.0,-12,288,359,-71,0,0,0.0,0.0,second_player,89,2,2,0.30337078651685395,0,1,9,7,false,-100,0,-100,false
24,26,-2,8.0,13.0,-2,288,359,-71,0,0,0.0,0.0,first_player,87,3,2,0.3103448275862069,0,1,10,7,false,-100,0,-100,false
24,32,-8,8.0,10.666666666666666,-8,288,359,-71,0,0,0.0,0.0,second_player,84,3,3,0.32142857142857145,0,1,10,7,false,-100,0,-100,false
24,32,-8,6.0,10.666666666666666,-8,288,359,-71,0,0,0.0,0.0,first_player,84,4,3,0.32142857142857145,0,1,19,7,false,-100,0,-100,false
24,50,-26,6.0,12.5,-26,288,359,-71,0,0,0.0,0.0,second_player,79,4,4,0.34177215189873417,0,0,19,11,false,-100,0,-100,false
39,50,-11,7.8,12.5,-11,288,359,-71,0,0,0.0,0.0,first_player,75,5,4,0.36,0,0,16,11,false,-100,0,-100,false
39,50,-11,7.8,10.0,-11,288,359,-71,0,0,0.0,0.0,second_player,75,5,5,0.36,0,0,16,11,false,-100,0,-100,false
45,50,-5,7.5,10.0,-5,288,359,-71,0,0,0.0,0.0,first_player,73,6,5,0.3698630136986301,0,0,23,11,false,-100,0,-100,false
45,70,-25,7.5,11.666666666666666,-25,288,359,-71,0,0,0.0,0.0,second_player,71,6,6,0.38028169014084506,0,0,23,10,false,-100,0,-100,false
54,70,-16,7.714285714285714,11.666666666666666,-16,288,359,-71,0,0,0.0,0.0,first_player,66,7,6,0.4090909090909091,0,0,23,10,false,-100,0,-100,false
54,76,-22,7.714285714285714,10.857142857142858,-22,288,359,-71,0,0,0.0,0.0,second_player,63,7,7,0.42857142857142855,0,0,23,11,false,-100,0,-100,false
75,76,-1,9.375,10.857142857142858,-1,288,359,-71,0,0,0.0,0.0,first_player,61,8,7,0.4426229508196721,0,0,14,11,false,-100,0,-100,false
75,90,-15,9.375,11.25,-15,288,359,-71,0,0,0.0,0.0,second_player,58,8,8,0.46551724137931033,0,0,14,13,false,-100,0,-100,false
75,90,-15,8.333333333333334,11.25,-15,288,359,-71,0,0,0.0,0.0,first_player,58,9,8,0.46551724137931033,0,0,14,13,false,-100,0,-100,false
75,115,-40,8.333333333333334,12.777777777777779,-40,288,359,-71,0,0,0.0,0.0,second_player,55,9,9,0.4909090909090909,0,0,14,17,false,-100,0,-100,false
83,115,-32,8.3,12.777777777777779,-32,288,359,-71,0,0,0.0,0.0,first_player,53,10,9,0.5094339622641509,0,0,14,17,false,-100,0,-100,false
83,127,-44,8.3,12.7,-44,288,359,-71,0,0,0.0,0.0,second_player,50,10,10,0.54,0,0,14,15,false,-100,0,-100,false
89,127,-38,8.090909090909092,12.7,-38,288,359,-71,0,0,0.0,0.0,first_player,46,11,10,0.5869565217391305,0,0,14,15,false,-100,0,-100,false
89,142,-53,8.090909090909092,12.909090909090908,-53,288,359,-71,0,0,0.0,0.0,second_player,43,11,11,0.627906976744186,0,0,14,12,false,-100,0,-100,false
98,142,-44,8.166666666666666,12.909090909090908,-44,288,359,-71,0,0,0.0,0.0,first_player,40,12,11,0.675,0,0,15,12,false,-100,0,-100,false
98,153,-55,8.166666666666666,12.75,-55,288,359,-71,0,0,0.0,0.0,second_player,38,12,12,0.7105263157894737,0,0,15,9,false,-100,0,-100,false
98,153,-55,7.538461538461538,12.75,-55,288,359,-71,0,0,0.0,0.0,first_player,38,13,12,0.7105263157894737,0,0,15,9,false,-100,0,-100,false
98,167,-69,7.538461538461538,12.846153846153847,-69,288,359,-71,0,0,0.0,0.0,second_player,33,13,13,0.8181818181818182,0,0,15,10,false,-100,0,-100,false
104,167,-63,7.428571428571429,12.846153846153847,-63,288,359,-71,0,0,0.0,0.0,first_player,31,14,13,0.8709677419354839,0,0,17,10,true,-100,0,-100,false
22,0,22,22.0,0,22,262,306,-44,0,0,0.0,0,first_player,96,1,0,0.4791666666666667,0,0,16,0,false,319,285,34,true
22,11,11,22.0,11.0,11,262,306,-44,0,0,0.0,0.0,second_player,94,1,1,0.48936170212765956,0,0,16,7,false,319,285,34,true
56,11,45,28.0,11.0,45,262,306,-44,0,0,0.0,0.0,first_player,91,2,1,0.5054945054945055,0,0,23,7,false,319,285,34,true
56,26,30,28.0,13.0,30,262,306,-44,0,0,0.0,0.0,second_player,89,2,2,0.5168539325842697,0,0,23,14,false,319,285,34,true
67,26,41,22.333333333333332,13.0,41,262,306,-44,0,0,0.0,0.0,first_player,87,3,2,0.5287356321839081,0,0,14,14,false,319,285,34,true
67,76,-9,22.333333333333332,25.333333333333332,-9,262,306,-44,0,0,0.0,0.0,second_player,84,3,3,0.5476190476190477,0,0,14,8,false,319,285,34,true
79,76,3,19.75,25.333333333333332,3,262,306,-44,0,0,0.0,0.0,first_player,81,4,3,0.5679012345679012,0,0,23,8,false,319,285,34,true
79,76,3,19.75,19.0,3,262,306,-44,0,0,0.0,0.0,second_player,81,4,4,0.5679012345679012,0,0,23,14,false,319,285,34,true
87,76,11,17.4,19.0,11,262,306,-44,0,0,0.0,0.0,first_player,77,5,4,0.5974025974025974,0,0,23,14,false,319,285,34,true
87,90,-3,17.4,18.0,-3,262,306,-44,0,0,0.0,0.0,second_player,75,5,5,0.6133333333333333,0,0,23,11,false,319,285,34,true
99,90,9,16.5,18.0,9,262,306,-44,0,0,0.0,0.0,first_player,71,6,5,0.647887323943662,0,0,22,11,false,319,285,34,true
99,129,-30,16.5,21.5,-30,262,306,-44,0,0,0.0,0.0,second_player,67,6,6,0.6865671641791045,0,1,22,9,false,319,285,34,true
103,129,-26,14.714285714285714,21.5,-26,262,306,-44,0,0,0.0,0.0,first_player,65,7,6,0.7076923076923077,0,1,20,9,false,319,285,34,true
103,149,-46,14.714285714285714,21.285714285714285,-46,262,306,-44,0,0,0.0,0.0,second_player,63,7,7,0.7301587301587301,0,0,20,10,false,319,285,34,true
108,149,-41,13.5,21.285714285714285,-41,262,306,-44,0,0,0.0,0.0,first_player,60,8,7,0.7666666666666667,0,0,20,10,false,319,285,34,true
108,171,-63,13.5,21.375,-63,262,306,-44,0,0,0.0,0.0,second_player,55,8,8,0.8363636363636363,0,0,20,9,false,319,285,34,true
138,171,-33,15.333333333333334,21.375,-33,262,306,-44,0,0,0.0,0.0,first_player,50,9,8,0.92,0,0,13,9,false,319,285,34,true
138,183,-45,15.333333333333334,20.333333333333332,-45,262,306,-44,0,0,0.0,0.0,second_player,46,9,9,1.0,0,1,13,6,false,319,285,34,true
154,183,-29,15.4,20.333333333333332,-29,262,306,-44,0,0,0.0,0.0,first_player,43,10,9,1.069767441860465,0,1,12,6,false,319,285,34,true
154,198,-44,15.4,19.8,-44,262,306,-44,0,0,0.0,0.0,second_player,39,10,10,1.1794871794871795,0,0,12,11,false,319,285,34,true
169,198,-29,15.363636363636363,19.8,-29,262,306,-44,0,0,0.0,0.0,first_player,35,11,10,1.3142857142857143,0,0,9,11,false,319,285,34,true
169,206,-37,15.363636363636363,18.727272727272727,-37,262,306,-44,0,0,0.0,0.0,second_player,31,11,11,1.4838709677419355,0,0,9,11,false,319,285,34,true
181,206,-25,15.083333333333334,18.727272727272727,-25,262,306,-44,0,0,0.0,0.0,first_player,27,12,11,1.7037037037037037,0,0,12,11,false,319,285,34,true
181,206,-25,15.083333333333334,17.166666666666668,-25,262,306,-44,0,0,0.0,0.0,second_player,27,12,12,1.7037037037037037,0,0,12,17,false,319,285,34,true
198,206,-8,15.23076923076923,17.166666666666668,-8,262,306,-44,0,0,0.0,0.0,first_player,23,13,12,2.0,0,0,7,17,false,319,285,34,true
198,230,-32,15.23076923076923,17.692307692307693,-32,262,306,-44,0,0,0.0,0.0,second_player,19,13,13,2.4210526315789473,0,0,7,11,false,319,285,34,true
212,230,-18,15.142857142857142,17.692307692307693,-18,262,306,-44,0,0,0.0,0.0,first_player,16,14,13,2.875,0,0,10,11,false,319,285,34,true
212,240,-28,15.142857142857142,17.142857142857142,-28,262,306,-44,0,0,0.0,0.0,second_player,12,14,14,3.8333333333333335,0,0,10,13,false,319,285,34,true
232,240,-8,15.466666666666667,17.142857142857142,-8,262,306,-44,0,0,0.0,0.0,first_player,6,15,14,7.666666666666667,0,0,9,13,false,319,285,34,true
232,240,-8,15.466666666666667,16.0,-8,262,306,-44,0,0,0.0,0.0,second_player,6,15,15,7.666666666666667,0,0,9,13,false,319,285,34,true
257,240,17,16.0625,16.0,17,262,306,-44,0,0,0.0,0.0,first_player,1,16,15,46.0,0,0,7,13,false,319,285,34,true
257,254,3,16.0625,15.875,3,262,306,-44,0,0,0.0,0.0,second_player,-4,16,16,-11.5,0,0,7,11,false,319,285,34,true
264,254,10,15.529411764705882,15.875,10,262,306,-44,0,0,0.0,0.0,first_player,-6,17,16,-7.666666666666667,0,0,8,11,false,319,285,34,true
264,266,-2,15.529411764705882,15.647058823529411,-2,262,306,-44,0,0,0.0,0.0,second_player,-11,17,17,-4.181818181818182,0,0,8,15,false,319,285,34,true
271,266,5,15.055555555555555,15.647058823529411,5,262,306,-44,0,0,0.0,0.0,first_player,-14,18,17,-3.2857142857142856,0,0,8,15,false,319,285,34,true
271,276,-5,15.055555555555555,15.333333333333334,-5,262,306,-44,0,0,0.0,0.0,second_player,-19,18,18,-2.4210526315789473,0,0,8,8,false,319,285,34,true
293,276,17,15.421052631578947,15.333333333333334,17,262,306,-44,1,0,0.05263157894736842,0.0,first_player,-26,19,18,-1.7692307692307692,0,0,5,8,false,319,285,34,true
293,282,11,15.421052631578947,14.842105263157896,11,262,306,-44,1,0,0.05263157894736842,0.0,second_player,-29,19,19,-1.5862068965517242,0,0,5,6,false,319,285,34,true
298,282,16,14.9,14.842105263157896,16,262,306,-44,1,0,0.05,0.0,first_player,-31,20,19,-1.4838709677419355,0,0,4,6,false,319,285,34,true
298,282,16,14.9,14.1,16,262,306,-44,1,0,0.05,0.0,second_player,-31,20,20,-1.4838709677419355,0,0,4,6,false,319,285,34,true
302,282,20,14.380952380952381,14.1,20,262,306,-44,1,0,0.047619047619047616,0.0,first_player,-33,21,20,-1.393939393939394,0,0,3,6,false,319,285,34,true
302,285,17,14.380952380952381,13.571428571428571,17,262,306,-44,1,0,0.047619047619047616,0.0,second_player,-35,21,21,-1.3142857142857143,0,0,3,4,false,319,285,34,true
308,285,23,14.0,13.571428571428571,23,262,306,-44,1,0,0.045454545454545456,0.0,first_player,-38,22,21,-1.2105263157894737,0,0,1,4,false,319,285,34,true
308,285,23,14.0,12.954545454545455,23,262,306,-44,1,0,0.045454545454545456,0.0,second_player,-38,22,22,-1.2105263157894737,0,0,1,4,false,319,285,34,true
311,285,26,13.521739130434783,12.954545454545455,26,262,306,-44,1,0,0.043478260869565216,0.0,first_player,-40,23,22,-1.15,0,0,1,4,false,319,285,34,true
311,285,26,13.521739130434783,12.391304347826088,26,262,306,-44,1,0,0.043478260869565216,0.0,second_player,-40,23,23,-1.15,0,0,1,4,true,319,285,34,true
12,0,12,12.0,0,12,1484,1556,-72,0,0,0.0,0,first_player,95,1,0,0.3263157894736842,0,0,8,0,false,266,415,-149,false
12,9,3,12.0,9.0,3,1484,1556,-72,0,0,0.0,0.0,second_player,90,1,1,0.34444444444444444,0,0,8,12,false,266,415,-149,false
33,9,24,16.5,9.0,24,1484,1556,-72,0,0,0.0,0.0,first_player,86,2,1,0.36046511627906974,0,0,10,12,false,266,415,-149,false
33,29,4,16.5,14.5,4,1484,1556,-72,0,0,0.0,0.0,second_player,81,2,2,0.38271604938271603,0,0,10,7,false,266,415,-149,false
42,29,13,14.0,14.5,13,1484,1556,-72,0,0,0.0,0.0,first_player,78,3,2,0.3974358974358974,0,0,11,7,false,266,415,-149,false
42,47,-5,14.0,15.666666666666666,-5,1484,1556,-72,0,0,0.0,0.0,second_player,74,3,3,0.4189189189189189,0,1,11,6,false,266,415,-149,false
56,47,9,14.0,15.666666666666666,9,1484,1556,-72,0,0,0.0,0.0,first_player,71,4,3,0.43661971830985913,0,1,16,6,false,266,415,-149,false
56,123,-67,14.0,30.75,-67,1484,1556,-72,0,1,0.0,0.25,second_player,64,4,4,0.484375,0,0,16,7,false,266,415,-149,false
98,123,-25,19.6,30.75,-25,1484,1556,-72,0,1,0.0,0.25,first_player,61,5,4,0.5081967213114754,1,0,20,7,false,266,415,-149,false
98,131,-33,19.6,26.2,-33,1484,1556,-72,0,1,0.0,0.2,second_player,58,5,5,0.5344827586206896,1,0,20,12,false,266,415,-149,false
123,131,-8,20.5,26.2,-8,1484,1556,-72,0,1,0.0,0.2,first_player,54,6,5,0.5740740740740741,1,0,14,12,false,266,415,-149,false
123,145,-22,20.5,24.166666666666668,-22,1484,1556,-72,0,1,0.0,0.16666666666666666,second_player,50,6,6,0.62,1,0,14,9,false,266,415,-149,false
130,145,-15,18.571428571428573,24.166666666666668,-15,1484,1556,-72,0,1,0.0,0.16666666666666666,first_player,46,7,6,0.6739130434782609,1,0,11,9,false,266,415,-149,false
130,151,-21,18.571428571428573,21.571428571428573,-21,1484,1556,-72,0,1,0.0,0.14285714285714285,second_player,43,7,7,0.7209302325581395,1,0,11,9,false,266,415,-149,false
135,151,-16,16.875,21.571428571428573,-16,1484,1556,-72,0,1,0.0,0.14285714285714285,first_player,40,8,7,0.775,1,0,12,9,false,266,415,-149,false
135,165,-30,16.875,20.625,-30,1484,1556,-72,0,1,0.0,0.125,second_player,37,8,8,0.8378378378378378,1,0,12,11,false,266,415,-149,false
150,165,-15,16.666666666666668,20.625,-15,1484,1556,-72,0,1,0.0,0.125,first_player,34,9,8,0.9117647058823529,1,0,10,11,false,266,415,-149,false
150,181,-31,16.666666666666668,20.11111111111111,-31,1484,1556,-72,0,1,0.0,0.1111111111111111,second_player,31,9,9,1.0,1,0,10,14,false,266,415,-149,false
159,181,-22,15.9,20.11111111111111,-22,1484,1556,-72,0,1,0.0,0.1111111111111111,first_player,28,10,9,1.1071428571428572,1,0,16,14,false,266,415,-149,false
159,223,-64,15.9,22.3,-64,1484,1556,-72,0,1,0.0,0.1,second_player,23,10,10,1.3478260869565217,1,0,16,11,false,266,415,-149,false
173,223,-50,15.727272727272727,22.3,-50,1484,1556,-72,0,1,0.0,0.1,first_player,20,11,10,1.55,1,0,15,11,false,266,415,-149,false
