first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,next_player,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,first_player_final_score,second_player_final_score,final_score_difference,outcome
43,22,21,21.5,22.0,21,1501,1473,28,0,0,0.0,0.0,first_player,89,2,1,0.4044943820224719,0,1,14,6,false,360,358,2,true
43,26,17,21.5,13.0,17,1501,1473,28,0,0,0.0,0.0,second_player,85,2,2,0.4235294117647059,0,1,14,10,false,360,358,2,true
58,26,32,19.333333333333332,13.0,32,1501,1473,28,0,0,0.0,0.0,first_player,81,3,2,0.4444444444444444,0,1,14,10,false,360,358,2,true
58,46,12,19.333333333333332,15.333333333333334,12,1501,1473,28,0,0,0.0,0.0,second_player,77,3,3,0.4675324675324675,0,1,14,14,false,360,358,2,true
81,46,35,20.25,15.333333333333334,35,1501,1473,28,0,0,0.0,0.0,first_player,73,4,3,0.4931506849315068,0,1,21,14,false,360,358,2,true
81,74,7,20.25,18.5,7,1501,1473,28,0,0,0.0,0.0,second_player,69,4,4,0.5217391304347826,0,1,21,9,false,360,358,2,true
99,74,25,19.8,18.5,25,1501,1473,28,0,0,0.0,0.0,first_player,66,5,4,0.5454545454545454,0,1,19,9,false,360,358,2,true
99,146,-47,19.8,29.2,-47,1501,1473,28,0,0,0.0,0.0,second_player,58,5,5,0.6206896551724138,0,0,19,23,false,360,358,2,true
120,146,-26,20.0,29.2,-26,1501,1473,28,0,0,0.0,0.0,first_player,55,6,5,0.6545454545454545,0,0,20,23,false,360,358,2,true
120,188,-68,20.0,31.333333333333332,-68,1501,1473,28,0,0,0.0,0.0,second_player,51,6,6,0.7058823529411765,0,0,20,29,false,360,358,2,true
143,188,-45,20.428571428571427,31.333333333333332,-45,1501,1473,28,0,0,0.0,0.0,first_player,48,7,6,0.75,0,0,16,29,false,360,358,2,true
143,209,-66,20.428571428571427,29.857142857142858,-66,1501,1473,28,0,0,0.0,0.0,second_player,45,7,7,0.8,0,0,16,26,false,360,358,2,true
159,209,-50,19.875,29.857142857142858,-50,1501,1473,28,0,0,0.0,0.0,first_player,42,8,7,0.8571428571428571,0,0,16,26,false,360,358,2,true
159,227,-68,19.875,28.375,-68,1501,1473,28,0,0,0.0,0.0,second_player,39,8,8,0.9230769230769231,0,0,16,20,false,360,358,2,true
169,227,-58,18.77777777777778,28.375,-58,1501,1473,28,0,0,0.0,0.0,first_player,36,9,8,1.0,0,0,18,20,false,360,358,2,true
169,235,-66,18.77777777777778,26.11111111111111,-66,1501,1473,28,0,0,0.0,0.0,second_player,33,9,9,1.0909090909090908,0,1,18,16,false,360,358,2,true
187,235,-48,18.7,26.11111111111111,-48,1501,1473,28,0,0,0.0,0.0,first_player,30,10,9,1.2,0,1,25,16,false,360,358,2,true
187,272,-85,18.7,27.2,-85,1501,1473,28,0,0,0.0,0.0,second_player,26,10,10,1.3846153846153846,0,1,25,6,false,360,358,2,true
217,272,-55,19.727272727272727,27.2,-55,1501,1473,28,0,0,0.0,0.0,first_player,23,11,10,1.565217391304348,0,1,13,6,false,360,358,2,true
217,297,-80,19.727272727272727,27.0,-80,1501,1473,28,0,0,0.0,0.0,second_player,20,11,11,1.8,0,1,13,6,false,360,358,2,true
249,297,-48,20.75,27.0,-48,1501,1473,28,0,0,0.0,0.0,first_player,17,12,11,2.1176470588235294,0,1,10,6,false,360,358,2,true
249,308,-59,20.75,25.666666666666668,-59,1501,1473,28,0,0,0.0,0.0,second_player,15,12,12,2.4,0,1,10,6,false,360,358,2,true
267,308,-41,20.53846153846154,25.666666666666668,-41,1501,1473,28,0,0,0.0,0.0,first_player,12,13,12,3.0,0,1,10,6,false,360,358,2,true
267,321,-54,20.53846153846154,24.692307692307693,-54,1501,1473,28,0,0,0.0,0.0,second_player,9,13,13,4.0,0,0,10,7,false,360,358,2,true
279,321,-42,19.928571428571427,24.692307692307693,-42,1501,1473,28,0,0,0.0,0.0,first_player,4,14,13,9.0,0,0,8,7,false,360,358,2,true
279,331,-52,19.928571428571427,23.642857142857142,-52,1501,1473,28,0,0,0.0,0.0,second_player,2,14,14,18.0,0,0,8,7,false,360,358,2,true
343,331,12,22.866666666666667,23.642857142857142,12,1501,1473,28,1,0,0.06666666666666667,0.0,first_player,-5,15,14,-7.2,0,0,6,7,false,360,358,2,true
343,346,-3,22.866666666666667,23.066666666666666,-3,1501,1473,28,1,0,0.06666666666666667,0.0,second_player,-9,15,15,-4.0,0,0,6,4,false,360,358,2,true
356,346,10,22.25,23.066666666666666,10,1501,1473,28,1,0,0.0625,0.0,first_player,-11,16,15,-3.272727272727273,0,0,4,4,false,360,358,2,true
356,353,3,22.25,22.0625,3,1501,1473,28,1,0,0.0625,0.0,second_player,-14,16,16,-2.5714285714285716,0,0,4,2,false,360,358,2,true
366,353,13,21.529411764705884,22.0625,13,1501,1473,28,1,0,0.058823529411764705,0.0,first_player,-18,17,16,-2.0,0,0,1,2,false,360,358,2,true
366,358,8,21.529411764705884,21.058823529411764,8,1501,1473,28,1,0,0.058823529411764705,0.0,second_player,-20,17,17,-1.8,0,0,1,1,false,360,358,2,true
368,358,10,20.444444444444443,21.058823529411764,10,1501,1473,28,1,0,0.05555555555555555,0.0,first_player,-22,18,17,-1.6363636363636365,0,0,1,1,false,360,358,2,true
368,358,10,20.444444444444443,19.88888888888889,10,1501,1473,28,1,0,0.05555555555555555,0.0,second_player,-22,18,18,-1.6363636363636365,0,0,1,1,true,360,358,2,true
12,0,12,12.0,0,12,1078,1095,-17,0,0,0.0,0,first_player,96,1,0,0.3854166666666667,0,0,7,0,false,282,362,-80,false
12,28,-16,12.0,28.0,-16,1078,1095,-17,0,0,0.0,0.0,second_player,93,1,1,0.3978494623655914,0,0,7,15,false,282,362,-80,false
21,28,-7,10.5,28.0,-7,1078,1095,-17,0,0,0.0,0.0,first_player,91,2,1,0.4065934065934066,0,0,7,15,false,282,362,-80,false
21,43,-22,10.5,21.5,-22,1078,1095,-17,0,0,0.0,0.0,second_player,86,2,2,0.43023255813953487,0,0,7,19,false,282,362,-80,false
95,43,52,31.666666666666668,21.5,52,1078,1095,-17,1,0,0.3333333333333333,0.0,first_player,79,3,2,0.46835443037974683,0,0,10,19,false,282,362,-80,false
95,81,14,31.666666666666668,27.0,14,1078,1095,-17,1,0,0.3333333333333333,0.0,second_player,77,3,3,0.4805194805194805,0,0,10,12,false,282,362,-80,false
121,81,40,30.25,27.0,40,1078,1095,-17,1,0,0.25,0.0,first_player,73,4,3,0.5068493150684932,0,0,16,12,false,282,362,-80,false
121,97,24,30.25,24.25,24,1078,1095,-17,1,0,0.25,0.0,second_player,68,4,4,0.5441176470588235,0,1,16,15,false,282,362,-80,false
131,97,34,26.2,24.25,34,1078,1095,-17,1,0,0.2,0.0,first_player,64,5,4,0.578125,0,1,15,15,false,282,362,-80,false
131,97,34,26.2,19.4,34,1078,1095,-17,1,0,0.2,0.0,second_player,64,5,5,0.578125,0,1,15,15,false,282,362,-80,false
143,97,46,23.833333333333332,19.4,46,1078,1095,-17,1,0,0.16666666666666666,0.0,first_player,60,6,5,0.6166666666666667,0,1,17,15,false,282,362,-80,false
143,122,21,23.833333333333332,20.333333333333332,21,1078,1095,-17,1,0,0.16666666666666666,0.0,second_player,58,6,6,0.6379310344827587,0,1,17,12,false,282,362,-80,false
146,122,24,20.857142857142858,20.333333333333332,24,1078,1095,-17,1,0,0.14285714285714285,0.0,first_player,56,7,6,0.6607142857142857,0,1,20,12,false,282,362,-80,false
146,128,18,20.857142857142858,18.285714285714285,18,1078,1095,-17,1,0,0.14285714285714285,0.0,second_player,53,7,7,0.6981132075471698,0,1,20,10,false,282,362,-80,false
170,128,42,21.25,18.285714285714285,42,1078,1095,-17,1,0,0.125,0.0,first_player,49,8,7,0.7551020408163265,0,1,18,10,false,282,362,-80,false
170,145,25,21.25,18.125,25,1078,1095,-17,1,0,0.125,0.0,second_player,46,8,8,0.8043478260869565,0,1,18,9,false,282,362,-80,false
182,145,37,20.22222222222222,18.125,37,1078,1095,-17,1,0,0.1111111111111111,0.0,first_player,44,9,8,0.8409090909090909,0,1,17,9,false,282,362,-80,false
182,167,15,20.22222222222222,18.555555555555557,15,1078,1095,-17,1,0,0.1111111111111111,0.0,second_player,40,9,9,0.925,0,2,17,16,false,282,362,-80,false
199,167,32,19.9,18.555555555555557,32,1078,1095,-17,1,0,0.1,0.0,first_player,37,10,9,1.0,0,2,14,16,false,282,362,-80,false
199,181,18,19.9,18.1,18,1078,1095,-17,1,0,0.1,0.0,second_player,35,10,10,1.0571428571428572,0,2,14,14,false,282,362,-80,false
212,181,31,19.272727272727273,18.1,31,1078,1095,-17,1,0,0.09090909090909091,0.0,first_player,31,11,10,1.1935483870967742,0,2,10,14,false,282,362,-80,false
212,249,-37,19.272727272727273,22.636363636363637,-37,1078,1095,-17,1,1,0.09090909090909091,0.09090909090909091,second_player,24,11,11,1.5416666666666667,0,0,10,13,false,282,362,-80,false
232,249,-17,19.333333333333332,22.636363636363637,-17,1078,1095,-17,1,1,0.08333333333333333,0.09090909090909091,first_player,21,12,11,1.7619047619047619,0,0,7,13,false,282,362,-80,false
232,273,-41,19.333333333333332,22.75,-41,1078,1095,-17,1,1,0.08333333333333333,0.08333333333333333,second_player,18,12,12,2.0555555555555554,0,0,7,10,false,282,362,-80,false
244,273,-29,18.76923076923077,22.75,-29,1078,1095,-17,1,1,0.07692307692307693,0.08333333333333333,first_player,16,13,12,2.3125,0,0,7,10,false,282,362,-80,false
244,298,-54,18.76923076923077,22.923076923076923,-54,1078,1095,-17,1,1,0.07692307692307693,0.07692307692307693,second_player,13,13,13,2.8461538461538463,0,0,7,10,false,282,362,-80,false
254,298,-44,18.142857142857142,22.923076923076923,-44,1078,1095,-17,1,1,0.07142857142857142,0.07692307692307693,first_player,10,14,13,3.7,0,0,7,10,false,282,362,-80,false
254,307,-53,18.142857142857142,21.928571428571427,-53,1078,1095,-17,1,1,0.07142857142857142,0.07142857142857142,second_player,6,14,14,6.166666666666667,0,0,7,19,false,282,362,-80,false
258,307,-49,17.2,21.928571428571427,-49,1078,1095,-17,1,1,0.06666666666666667,0.07142857142857142,first_player,2,15,14,18.5,0,0,9,19,false,282,362,-80,false
258,324,-66,17.2,21.6,-66,1078,1095,-17,1,1,0.06666666666666667,0.06666666666666667,second_player,0,15,15,0,0,0,9,11,false,282,362,-80,false
263,324,-61,16.4375,21.6,-61,1078,1095,-17,1,1,0.0625,0.06666666666666667,first_player,-3,16,15,-12.333333333333334,0,0,9,11,false,282,362,-80,false
263,328,-65,16.4375,20.5,-65,1078,1095,-17,1,1,0.0625,0.0625,second_player,-6,16,16,-6.166666666666667,0,0,9,11,false,282,362,-80,false
263,328,-65,15.470588235294118,20.5,-65,1078,1095,-17,1,1,0.058823529411764705,0.0625,first_player,-6,17,16,-6.166666666666667,0,0,9,11,false,282,362,-80,false
263,344,-81,15.470588235294118,20.235294117647058,-81,1078,1095,-17,1,1,0.058823529411764705,0.058823529411764705,second_player,-11,17,17,-3.3636363636363638,0,0,9,4,false,282,362,-80,false
282,344,-62,15.666666666666666,20.235294117647058,-62,1078,1095,-17,1,1,0.05555555555555555,0.058823529411764705,first_player,-14,18,17,-2.642857142857143,0,0,6,4,false,282,362,-80,false
282,350,-68,15.666666666666666,19.444444444444443,-68,1078,1095,-17,1,1,0.05555555555555555,0.05555555555555555,second_player,-17,18,18,-2.176470588235294,0,0,6,4,false,282,362,-80,false
282,350,-68,14.842105263157896,19.444444444444443,-68,1078,1095,-17,1,1,0.05263157894736842,0.05555555555555555,first_player,-17,19,18,-2.176470588235294,0,0,6,4,true,282,362,-80,false
10,0,10,10.0,0,10,1154,1062,92,0,0,0.0,0,first_player,98,1,0,0.35714285714285715,0,0,7,0,false,374,355,19,true
10,11,-1,10.0,11.0,-1,1154,1062,92,0,0,0.0,0.0,second_player,96,1,1,0.3645833333333333,0,0,7,18,false,374,355,19,true
18,11,7,9.0,11.0,7,1154,1062,92,0,0,0.0,0.0,first_player,93,2,1,0.3763440860215054,0,0,7,18,false,374,355,19,true
18,29,-11,9.0,14.5,-11,1154,1062,92,0,0,0.0,0.0,second_player,88,2,2,0.3977272727272727,0,0,7,33,false,374,355,19,true
42,29,13,14.0,14.5,13,1154,1062,92,0,0,0.0,0.0,first_player,83,3,2,0.42168674698795183,0,0,11,33,false,374,355,19,true
42,64,-22,14.0,21.333333333333332,-22,1154,1062,92,0,0,0.0,0.0,second_player,81,3,3,0.43209876543209874,0,0,11,27,false,374,355,19,true
60,64,-4,15.0,21.333333333333332,-4,1154,1062,92,0,0,0.0,0.0,first_player,78,4,3,0.44871794871794873,0,0,9,27,false,374,355,19,true
60,90,-30,15.0,22.5,-30,1154,1062,92,0,0,0.0,0.0,second_player,75,4,4,0.4666666666666667,0,0,9,23,false,374,355,19,true
70,90,-20,14.0,22.5,-20,1154,1062,92,0,0,0.0,0.0,first_player,72,5,4,0.4861111111111111,0,0,11,23,false,374,355,19,true
70,103,-33,14.0,20.6,-33,1154,1062,92,0,0,0.0,0.0,second_player,69,5,5,0.5072463768115942,0,0,11,20,false,374,355,19,true
89,103,-14,14.833333333333334,20.6,-14,1154,1062,92,0,0,0.0,0.0,first_player,64,6,5,0.546875,0,0,11,20,false,374,355,19,true
89,159,-70,14.833333333333334,26.5,-70,1154,1062,92,0,0,0.0,0.0,second_player,61,6,6,0.5737704918032787,0,0,11,16,false,374,355,19,true
101,159,-58,14.428571428571429,26.5,-58,1154,1062,92,0,0,0.0,0.0,first_player,58,7,6,0.603448275862069,0,0,9,16,false,374,355,19,true
101,167,-66,14.428571428571429,23.857142857142858,-66,1154,1062,92,0,0,0.0,0.0,second_player,55,7,7,0.6363636363636364,0,0,9,24,false,374,355,19,true
117,167,-50,14.625,23.857142857142858,-50,1154,1062,92,0,0,0.0,0.0,first_player,50,8,7,0.7,0,0,11,24,false,374,355,19,true
117,193,-76,14.625,24.125,-76,1154,1062,92,0,0,0.0,0.0,second_player,46,8,8,0.7608695652173914,0,0,11,18,false,374,355,19,true
147,193,-46,16.333333333333332,24.125,-46,1154,1062,92,0,0,0.0,0.0,first_player,44,9,8,0.7954545454545454,1,0,7,18,false,374,355,19,true
147,208,-61,16.333333333333332,23.11111111111111,-61,1154,1062,92,0,0,0.0,0.0,second_player,41,9,9,0.8536585365853658,1,0,7,15,false,374,355,19,true
214,208,6,21.4,23.11111111111111,6,1154,1062,92,1,0,0.1,0.0,first_player,34,10,9,1.0294117647058822,1,0,9,15,false,374,355,19,true
214,229,-15,21.4,22.9,-15,1154,1062,92,1,0,0.1,0.0,second_player,32,10,10,1.09375,1,0,9,15,false,374,355,19,true
238,229,9,21.636363636363637,22.9,9,1154,1062,92,1,0,0.09090909090909091,0.0,first_player,29,11,10,1.206896551724138,1,0,6,15,false,374,355,19,true
238,259,-21,21.636363636363637,23.545454545454547,-21,1154,1062,92,1,0,0.09090909090909091,0.0,second_player,25,11,11,1.4,1,0,6,10,false,374,355,19,true
305,259,46,25.416666666666668,23.545454545454547,46,1154,1062,92,2,0,0.16666666666666666,0.0,first_player,18,12,11,1.9444444444444444,0,0,19,10,false,374,355,19,true
305,292,13,25.416666666666668,24.333333333333332,13,1154,1062,92,2,0,0.16666666666666666,0.0,second_player,15,12,12,2.3333333333333335,0,0,19,9,false,374,355,19,true
325,292,33,25.0,24.333333333333332,33,1154,1062,92,2,0,0.15384615384615385,0.0,first_player,13,13,12,2.6923076923076925,0,0,15,9,false,374,355,19,true
325,306,19,25.0,23.53846153846154,19,1154,1062,92,2,0,0.15384615384615385,0.0,second_player,11,13,13,3.1818181818181817,0,0,15,7,false,374,355,19,true
360,306,54,25.714285714285715,23.53846153846154,54,1154,1062,92,2,0,0.14285714285714285,0.0,first_player,8,14,13,4.375,0,0,10,7,false,374,355,19,true
360,323,37,25.714285714285715,23.071428571428573,37,1154,1062,92,2,0,0.14285714285714285,0.0,second_player,5,14,14,7.0,0,0,10,6,false,374,355,19,true
366,323,43,24.4,23.071428571428573,43,1154,1062,92,2,0,0.13333333333333333,0.0,first_player,2,15,14,17.5,0,0,6,6,false,374,355,19,true
366,339,27,24.4,22.6,27,1154,1062,92,2,0,0.13333333333333333,0.0,second_player,-1,15,15,-35.0,0,0,6,3,false,374,355,19,true
371,339,32,23.1875,22.6,32,1154,1062,92,2,0,0.125,0.0,first_player,-4,16,15,-8.75,0,0,3,3,false,374,355,19,true
371,347,24,23.1875,21.6875,24,1154,1062,92,2,0,0.125,0.0,second_player,-7,16,16,-5.0,0,0,3,1,false,374,355,19,true
374,347,27,22.0,21.6875,27,1154,1062,92,2,0,0.11764705882352941,0.0,first_player,-10,17,16,-3.5,0,0,2,1,false,374,355,19,true
374,351,23,22.0,20.647058823529413,23,1154,1062,92,2,0,0.11764705882352941,0.0,second_player,-12,17,17,-2.9166666666666665,0,0,2,1,false,374,355,19,true
374,351,23,20.77777777777778,20.647058823529413,23,1154,1062,92,2,0,0.1111111111111111,0.0,first_player,-12,18,17,-2.9166666666666665,0,0,2,1,true,374,355,19,true
12,0,12,12.0,0,12,1320,1339,-19,0,0,0.0,0,first_player,96,1,0,0.40625,0,0,10,0,false,388,387,1,true
12,14,-2,12.0,14.0,-2,1320,1339,-19,0,0,0.0,0.0,second_player,92,1,1,0.42391304347826086,0,0,10,8,false,388,387,1,true
34,14,20,17.0,14.0,20,1320,1339,-19,0,0,0.0,0.0,first_player,88,2,1,0.4431818181818182,0,0,7,8,false,388,387,1,true
34,35,-1,17.0,17.5,-1,1320,1339,-19,0,0,0.0,0.0,second_player,84,2,2,0.4642857142857143,0,0,7,12,false,388,387,1,true
42,35,7,14.0,17.5,7,1320,1339,-19,0,0,0.0,0.0,first_player,80,3,2,0.4875,1,0,7,12,false,388,387,1,true
42,56,-14,14.0,18.666666666666668,-14,1320,1339,-19,0,0,0.0,0.0,second_player,77,3,3,0.5064935064935064,1,0,7,7,false,388,387,1,true
108,56,52,27.0,18.666666666666668,52,1320,1339,-19,1,0,0.25,0.0,first_player,70,4,3,0.5571428571428572,0,0,9,7,false,388,387,1,true
108,56,52,27.0,14.0,52,1320,1339,-19,1,0,0.25,0.0,second_player,70,4,4,0.5571428571428572,0,0,9,8,false,388,387,1,true
196,56,140,39.2,14.0,140,1320,1339,-19,2,0,0.4,0.0,first_player,63,5,4,0.6190476190476191,0,0,9,8,false,388,387,1,true
196,126,70,39.2,25.2,70,1320,1339,-19,2,1,0.4,0.2,second_player,56,5,5,0.6964285714285714,0,0,9,22,false,388,387,1,true
223,126,97,37.166666666666664,25.2,97,1320,1339,-19,2,1,0.3333333333333333,0.2,first_player,52,6,5,0.75,0,0,11,22,false,388,387,1,true
223,147,76,37.166666666666664,24.5,76,1320,1339,-19,2,1,0.3333333333333333,0.16666666666666666,second_player,49,6,6,0.7959183673469388,0,1,11,19,false,388,387,1,true
249,147,102,35.57142857142857,24.5,102,1320,1339,-19,2,1,0.2857142857142857,0.16666666666666666,first_player,47,7,6,0.8297872340425532,0,1,7,19,false,388,387,1,true
249,180,69,35.57142857142857,25.714285714285715,69,1320,1339,-19,2,1,0.2857142857142857,0.14285714285714285,second_player,42,7,7,0.9285714285714286,0,0,7,22,false,388,387,1,true
257,180,77,32.125,25.714285714285715,77,1320,1339,-19,2,1,0.25,0.14285714285714285,first_player,38,8,7,1.0263157894736843,0,0,8,22,false,388,387,1,true
257,204,53,32.125,25.5,53,1320,1339,-19,2,1,0.25,0.125,second_player,35,8,8,1.1142857142857143,0,0,8,15,false,388,387,1,true
263,204,59,29.22222222222222,25.5,59,1320,1339,-19,2,1,0.2222222222222222,0.125,first_player,31,9,8,1.2580645161290323,0,0,19,15,false,388,387,1,true
263,227,36,29.22222222222222,25.22222222222222,36,1320,1339,-19,2,1,0.2222222222222222,0.1111111111111111,second_player,28,9,9,1.3928571428571428,0,0,19,13,false,388,387,1,true
263,227,36,26.3,25.22222222222222,36,1320,1339,-19,2,1,0.2,0.1111111111111111,first_player,28,10,9,1.3928571428571428,0,0,19,13,false,388,387,1,true
263,239,24,26.3,23.9,24,1320,1339,-19,2,1,0.2,0.1,second_player,25,10,10,1.56,0,0,19,13,false,388,387,1,true
285,239,46,25.90909090909091,23.9,46,1320,1339,-19,2,1,0.18181818181818182,0.1,first_player,22,11,10,1.7727272727272727,0,0,21,13,false,388,387,1,true
285,259,26,25.90909090909091,23.545454545454547,26,1320,1339,-19,2,1,0.18181818181818182,0.09090909090909091,second_player,20,11,11,1.95,0,0,21,13,false,388,387,1,true
299,259,40,24.916666666666668,23.545454545454547,40,1320,1339,-19,2,1,0.16666666666666666,0.09090909090909091,first_player,17,12,11,2.2941176470588234,0,0,19,13,false,388,387,1,true
299,290,9,24.916666666666668,24.166666666666668,9,1320,1339,-19,2,1,0.16666666666666666,0.08333333333333333,second_player,14,12,12,2.7857142857142856,0,0,19,16,false,388,387,1,true
299,290,9,23.0,24.166666666666668,9,1320,1339,-19,2,1,0.15384615384615385,0.08333333333333333,first_player,14,13,12,2.7857142857142856,0,0,24,16,false,388,387,1,true
299,317,-18,23.0,24.384615384615383,-18,1320,1339,-19,2,1,0.15384615384615385,0.07692307692307693,second_player,11,13,13,3.5454545454545454,0,0,24,11,false,388,387,1,true
310,317,-7,22.142857142857142,24.384615384615383,-7,1320,1339,-19,2,1,0.14285714285714285,0.07692307692307693,first_player,9,14,13,4.333333333333333,0,0,15,11,false,388,387,1,true
310,337,-27,22.142857142857142,24.071428571428573,-27,1320,1339,-19,2,1,0.14285714285714285,0.07142857142857142,second_player,5,14,14,7.8,0,0,15,11,false,388,387,1,true
336,337,-1,22.4,24.071428571428573,-1,1320,1339,-19,2,1,0.13333333333333333,0.07142857142857142,first_player,2,15,14,19.5,0,0,11,11,false,388,387,1,true
336,347,-11,22.4,23.133333333333333,-11,1320,1339,-19,2,1,0.13333333333333333,0.06666666666666667,second_player,-3,15,15,-13.0,0,0,11,11,false,388,387,1,true
350,347,3,21.875,23.133333333333333,3,1320,1339,-19,2,1,0.125,0.06666666666666667,first_player,-6,16,15,-6.5,0,0,7,11,false,388,387,1,true
350,367,-17,21.875,22.9375,-17,1320,1339,-19,2,1,0.125,0.0625,second_player,-10,16,16,-3.9,0,0,7,5,false,388,387,1,true
369,367,2,21.705882352941178,22.9375,2,1320,1339,-19,2,1,0.11764705882352941,0.0625,first_player,-13,17,16,-3.0,0,0,5,5,false,388,387,1,true
369,374,-5,21.705882352941178,22.0,-5,1320,1339,-19,2,1,0.11764705882352941,0.058823529411764705,second_player,-16,17,17,-2.4375,0,0,5,2,false,388,387,1,true
383,374,9,21.27777777777778,22.0,9,1320,1339,-19,2,1,0.1111111111111111,0.058823529411764705,first_player,-19,18,17,-2.0526315789473686,0,0,2,2,false,388,387,1,true
383,381,2,21.27777777777778,21.166666666666668,2,1320,1339,-19,2,1,0.1111111111111111,0.05555555555555555,second_player,-22,18,18,-1.7727272727272727,0,0,2,1,false,388,387,1,true
388,381,7,20.42105263157895,21.166666666666668,7,1320,1339,-19,2,1,0.10526315789473684,0.05555555555555555,first_player,-25,19,18,-1.56,0,0,1,1,false,388,387,1,true
388,385,3,20.42105263157895,20.263157894736842,3,1320,1339,-19,2,1,0.10526315789473684,0.05263157894736842,second_player,-27,19,19,-1.4444444444444444,0,0,1,1,false,388,387,1,true
388,385,3,19.4,20.263157894736842,3,1320,1339,-19,2,1,0.1,0.05263157894736842,first_player,-27,20,19,-1.4444444444444444,0,0,1,1,true,388,387,1,true
10,0,10,10.0,0,10,1045,1100,-55,0,0,0.0,0,first_player,97,1,0,0.35051546391752575,0,0,8,0,false,289,427,-138,false
10,38,-28,10.0,38.0,-28,1045,1100,-55,0,0,0.0,0.0,second_player,94,1,1,0.3617021276595745,0,0,8,11,false,289,427,-138,false
33,38,-5,16.5,38.0,-5,1045,1100,-55,0,0,0.0,0.0,first_player,90,2,1,0.37777777777777777,0,0,13,11,false,289,427,-138,false
33,103,-70,16.5,51.5,-70,1045,1100,-55,0,0,0.0,0.0,second_player,82,2,2,0.4146341463414634,0,1,13,10,false,289,427,-138,false
63,103,-40,21.0,51.5,-40,1045,1100,-55,0,0,0.0,0.0,first_player,79,3,2,0.43037974683544306,0,1,12,10,false,289,427,-138,false
63,124,-61,21.0,41.333333333333336,-61,1045,1100,-55,0,0,0.0,0.0,second_player,76,3,3,0.4473684210526316,0,1,12,14,false,289,427,-138,false
90,124,-34,22.5,41.333333333333336,-34,1045,1100,-55,0,0,0.0,0.0,first_player,73,4,3,0.4657534246575342,0,1,10,14,false,289,427,-138,false
90,150,-60,22.5,37.5,-60,1045,1100,-55,0,0,0.0,0.0,second_player,70,4,4,0.4857142857142857,0,1,10,9,false,289,427,-138,false
120,150,-30,24.0,37.5,-30,1045,1100,-55,0,0,0.0,0.0,first_player,67,5,4,0.5074626865671642,0,1,7,9,false,289,427,-138,false
120,166,-46,24.0,33.2,-46,1045,1100,-55,0,0,0.0,0.0,second_player,65,5,5,0.5230769230769231,0,1,7,14,false,289,427,-138,false
134,166,-32,22.333333333333332,33.2,-32,1045,1100,-55,0,0,0.0,0.0,first_player,62,6,5,0.5483870967741935,0,1,9,14,false,289,427,-138,false
134,184,-50,22.333333333333332,30.666666666666668,-50,1045,1100,-55,0,0,0.0,0.0,second_player,58,6,6,0.5862068965517241,0,1,9,14,false,289,427,-138,false
144,184,-40,20.571428571428573,30.666666666666668,-40,1045,1100,-55,0,0,0.0,0.0,first_player,55,7,6,0.6181818181818182,0,1,9,14,false,289,427,-138,false
144,203,-59,20.571428571428573,29.0,-59,1045,1100,-55,0,0,0.0,0.0,second_player,52,7,7,0.6538461538461539,0,1,9,13,false,289,427,-138,false
156,203,-47,19.5,29.0,-47,1045,1100,-55,0,0,0.0,0.0,first_player,48,8,7,0.7083333333333334,0,1,8,13,false,289,427,-138,false
156,226,-70,19.5,28.25,-70,1045,1100,-55,0,0,0.0,0.0,second_player,46,8,8,0.7391304347826086,0,1,8,10,false,289,427,-138,false
160,226,-66,17.77777777777778,28.25,-66,1045,1100,-55,0,0,0.0,0.0,first_player,42,9,8,0.8095238095238095,0,1,19,10,false,289,427,-138,false
160,306,-146,17.77777777777778,34.0,-146,1045,1100,-55,0,1,0.0,0.1111111111111111,second_player,35,9,9,0.9714285714285714,0,0,19,7,false,289,427,-138,false
160,306,-146,16.0,34.0,-146,1045,1100,-55,0,1,0.0,0.1111111111111111,first_player,35,10,9,0.9714285714285714,0,0,19,7,false,289,427,-138,false
160,329,-169,16.0,32.9,-169,1045,1100,-55,0,1,0.0,0.1,second_player,31,10,10,1.096774193548387,0,0,19,10,false,289,427,-138,false
191,329,-138,17.363636363636363,32.9,-138,1045,1100,-55,0,1,0.0,0.1,first_player,29,11,10,1.1724137931034482,0,0,12,10,false,289,427,-138,false
191,343,-152,17.363636363636363,31.181818181818183,-152,1045,1100,-55,0,1,0.0,0.09090909090909091,second_player,26,11,11,1.3076923076923077,0,0,12,12,false,289,427,-138,false
204,343,-139,17.0,31.181818181818183,-139,1045,1100,-55,0,1,0.0,0.09090909090909091,first_player,24,12,11,1.4166666666666667,0,0,10,12,false,289,427,-138,false
204,363,-159,17.0,30.25,-159,1045,1100,-55,0,1,0.0,0.08333333333333333,second_player,19,12,12,1.7894736842105263,0,0,10,15,false,289,427,-138,false
218,363,-145,16.76923076923077,30.25,-145,1045,1100,-55,0,1,0.0,0.08333333333333333,first_player,14,13,12,2.4285714285714284,0,0,12,15,false,289,427,-138,false
